player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Jawaan Taylor,2023,4,80.0,20.0,60.0,0.089,90.88968,22.72242,68.16726,00-0035237,2023,KC,OL,T,74.0,1997-11-25,JAX,35.0,26.0
Prince Tega Wanogho,2023,1,1.865,1.865,0.75,0.008,2.118866,2.118866,0.852091,00-0036230,2023,KC,OL,T,76.0,1997-11-22,PHI,210.0,26.0
Lucas Niang,2020,4,4.378414,1.094604,0.847072,0.006,5.642013,1.410504,1.091535,00-0036367,2023,KC,OL,T,77.0,1998-08-19,KC,96.0,25.0
Darian Kinnard,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0037194,2023,KC,OL,T,75.0,1999-12-29,KC,145.0,24.0
Chris Jones,2020,4,80.0,20.0,60.0,0.101,103.08779,25.771948,77.315843,00-0032762,2023,KC,DL,DT,95.0,1994-07-03,KC,37.0,29.0
Danny Shelton,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0032143,2023,KC,DL,NT,71.0,1993-08-20,CLE,12.0,30.0
Derrick Nnadi,2023,1,1.2325,1.2325,1.0925,0.005,1.400269,1.400269,1.241212,00-0034818,2023,KC,DL,DT,91.0,1996-05-09,KC,75.0,27.0
Isaiah Buggs,2023,2,4.5,2.25,2.1,0.01,5.112544,2.556272,2.385854,00-0035219,2023,KC,DL,DT,96.0,1996-08-24,PIT,192.0,27.0
Tershawn Wharton,2023,1,2.025,2.025,0.85,0.009,2.300645,2.300645,0.965703,00-0035890,2023,KC,DL,DT,98.0,1998-06-25,,,25.0
Mike Pennel,2023,1,0.322966,0.322966,0.0,0.001,0.366928,0.366928,0.0,00-0030757,2023,KC,DL,NT,69.0,1991-05-09,,,32.0
Matt Dickerson,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034657,2023,KC,DL,DT,93.0,1995-11-09,,,28.0
