player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,year
Tramon Williams,3558,CB,GB,18,7,0,63.6,0,0,12,1,0,67.7,68.1,88.8,50.5,64.8,63.3,1,2,0,3,79.0,10.8,9,9,6,106.5,70,0,0,98,843,669,1138,0,0,0,0,0,10,1138,15,454,187,13,67,0,110,3,10,857,379,12.2,2014
Letroy Guion,4466,DI,GB,18,7,1,,1,1,12,0,0,59.8,51.8,36.3,57.9,53.4,61.6,4,10,0,0,,11.6,5,0,4,0.0,0,4,0,1,0,2,622,621,37,48,1,535,0,1,281,339,0,23,31,2,0,18,0,0,0,,2014
Clay Matthews,4949,ED,GB,18,7,6,80.8,1,1,12,0,0,76.6,70.5,33.3,70.8,59.7,74.4,11,31,0,1,29.0,11.3,7,0,5,85.4,21,13,0,631,7,194,1010,349,0,0,346,3,0,661,424,392,22,37,48,7,26,55,0,217,128,10.3,2014
Brad Jones,5142,LB,GB,12,2,0,64.7,0,0,12,0,0,54.9,34.9,0.0,48.5,28.9,29.2,2,1,0,0,21.0,31.6,6,2,5,83.2,11,0,0,177,1,115,216,26,0,0,26,0,6,190,41,60,5,5,11,1,17,3,0,111,99,10.1,2014
Mike Neal,5581,ED,GB,18,8,0,50.0,0,0,12,0,0,53.8,54.7,61.8,51.0,66.2,57.8,10,22,0,0,12.0,10.0,4,0,2,68.8,1,6,0,155,0,30,721,559,0,0,369,190,0,162,443,248,6,23,28,3,2,38,0,12,8,12.0,2014
Morgan Burnett,5596,S,GB,17,23,0,78.3,1,1,12,1,0,55.0,71.2,87.4,83.1,91.3,89.9,1,5,0,2,37.0,6.8,9,3,1,125.8,36,3,0,326,22,614,1070,0,0,0,0,0,592,1070,25,431,130,43,100,4,46,9,5,453,213,12.6,2014
Sam Shields,5943,CB,GB,16,7,0,51.2,0,0,12,0,0,63.2,62.5,66.6,60.0,57.1,28.9,0,0,0,3,52.0,20.3,12,7,1,83.5,44,0,0,67,824,558,929,0,0,0,0,0,1,929,1,370,37,8,40,1,86,0,5,701,214,15.9,2014
Davon House,6283,CB,GB,12,1,0,46.8,0,1,12,0,0,67.3,65.5,85.9,59.4,49.9,41.4,0,1,0,1,45.0,20.7,6,8,4,76.6,22,0,0,24,361,259,405,0,0,0,0,0,3,405,1,145,17,3,22,1,47,1,3,261,76,11.9,2014
Jamari Lattimore,6754,LB,GB,7,11,0,88.2,0,0,12,0,0,56.3,60.0,83.3,63.7,61.8,56.3,0,3,0,1,17.0,13.6,6,0,0,77.9,15,0,0,207,3,137,281,58,0,0,58,0,0,223,11,133,13,12,27,1,17,3,0,146,104,9.7,2014
Nick Perry,7033,ED,GB,17,1,2,66.7,0,0,12,1,0,42.1,61.3,61.2,60.4,66.2,47.3,1,13,0,0,18.0,22.2,6,0,1,89.6,2,5,0,156,0,20,420,263,0,0,257,6,0,157,237,163,1,22,20,1,3,19,0,23,20,11.5,2014
Casey Hayward Jr.,7064,CB,GB,17,7,0,65.6,0,0,12,2,1,86.0,88.8,42.3,75.4,86.0,54.0,1,3,1,3,35.0,17.0,8,5,1,72.0,21,0,0,54,46,317,461,0,0,0,0,0,1,461,24,120,360,14,32,3,32,4,2,257,131,12.2,2014
Mike Daniels,7132,DI,GB,18,7,0,,0,0,12,0,0,56.1,71.3,54.7,60.2,77.8,50.6,11,26,0,0,,14.8,8,0,3,0.0,0,7,0,1,0,1,781,780,5,37,38,700,0,1,418,362,0,36,39,3,0,44,0,0,0,,2014
Sean Richardson,7456,S,GB,14,0,0,50.0,0,0,12,0,0,51.7,56.1,83.7,41.5,73.4,80.5,0,0,0,0,36.0,7.7,1,0,0,121.9,4,0,0,61,2,66,133,0,0,0,0,0,54,133,7,60,15,6,12,2,8,0,1,74,17,18.5,2014
Datone Jones,7807,DI,GB,15,3,0,100.0,0,0,12,1,0,61.8,51.6,85.0,58.7,38.8,29.4,3,17,0,1,8.0,27.3,6,0,0,60.4,1,2,0,5,0,9,376,370,7,11,39,313,0,6,256,111,0,10,13,1,1,22,0,8,2,8.0,2014
Micah Hyde,7941,S,GB,18,13,0,65.1,0,0,12,0,0,64.4,63.0,59.5,51.4,59.1,68.7,1,2,0,2,40.0,12.3,8,3,3,80.8,41,1,0,227,29,500,796,0,0,0,0,0,127,796,28,268,413,14,44,1,63,4,2,410,245,10.0,2014
Josh Boyd,7949,DI,GB,17,9,0,,0,0,12,0,0,64.9,55.3,67.0,52.6,58.1,78.0,2,7,0,0,,3.7,1,0,1,0.0,0,0,0,2,0,3,415,412,9,25,29,349,0,3,212,200,0,15,17,5,0,9,0,0,0,,2014
Sam Barrington,8015,LB,GB,14,17,0,72.0,1,0,12,0,0,65.8,57.0,48.7,71.1,48.3,73.9,3,2,0,0,26.0,8.1,6,1,2,92.8,18,1,0,406,6,209,474,47,0,0,47,0,0,427,24,241,15,18,51,2,25,6,0,184,115,10.2,2014
Ha Ha Clinton-Dix,8656,S,GB,18,13,0,52.0,0,0,12,0,0,69.2,67.4,69.4,68.2,60.7,67.5,1,3,0,3,22.0,14.2,15,4,2,30.3,13,1,0,189,10,643,1069,0,0,0,0,0,791,1069,21,405,78,16,78,1,25,5,0,147,42,11.3,2014
Luther Robinson,9113,DI,GB,5,1,1,,0,0,12,0,0,,43.0,8.0,56.0,45.6,70.5,0,3,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,65,65,1,1,4,59,0,0,43,22,0,0,1,0,0,3,0,0,0,,2014
Mike Pennel,9316,DI,GB,15,3,0,,0,0,12,0,0,60.0,55.3,80.5,54.4,56.6,41.0,2,4,0,0,,16.7,2,0,0,0.0,0,0,0,1,0,0,179,177,6,14,0,157,0,2,86,93,0,4,7,1,0,6,0,0,0,,2014
Jayrone Elliott,9336,ED,GB,6,0,0,100.0,0,0,12,0,0,62.0,64.1,76.3,58.4,65.6,72.4,1,0,0,0,10.0,0.0,0,0,0,108.3,1,0,0,14,0,3,53,39,0,0,39,0,0,14,29,21,0,2,2,0,1,1,0,10,4,10.0,2014
Julius Peppers,1010,ED,GB,18,8,0,100.0,1,2,12,0,0,51.1,63.7,62.3,73.8,47.6,48.1,10,43,0,0,14.0,15.6,5,0,3,140.4,5,12,0,20,1,52,779,751,5,96,568,82,0,28,494,233,7,24,19,3,5,65,1,41,33,8.2,2015
Letroy Guion,4466,DI,GB,15,9,0,,0,0,12,0,0,60.0,67.1,51.2,57.7,70.0,77.4,2,11,0,0,,0.0,0,0,2,0.0,0,0,0,1,0,0,371,370,101,169,45,55,0,1,175,196,0,14,16,1,0,13,0,0,0,,2015
B.J. Raji,4932,DI,GB,17,8,2,,1,0,12,0,0,56.2,47.8,22.1,66.5,45.5,27.2,0,13,0,0,,25.0,7,0,5,0.0,0,1,0,0,0,3,492,492,252,238,0,2,0,0,237,252,0,11,13,5,0,14,0,0,0,,2015
Clay Matthews,4949,LB,GB,18,11,1,72.5,0,1,12,1,0,59.0,62.6,77.8,65.9,57.7,39.0,11,40,0,1,32.0,22.2,18,1,2,92.0,29,9,0,780,6,359,1144,328,0,2,324,2,0,816,371,414,30,42,52,8,40,60,1,303,191,10.4,2015
Mike Neal,5581,ED,GB,18,8,0,71.4,0,2,12,1,0,54.9,54.7,79.5,49.9,63.6,42.2,6,25,0,0,25.0,25.6,11,0,1,101.5,5,9,0,21,0,46,821,798,0,55,703,40,0,23,502,273,2,25,24,8,7,40,0,67,70,13.4,2015
Morgan Burnett,5596,S,GB,13,14,0,52.2,0,1,12,1,0,68.4,74.4,83.1,52.2,83.5,74.1,1,7,0,0,33.0,9.2,8,6,0,100.5,12,0,0,214,16,484,816,36,0,0,36,0,480,780,22,310,70,25,65,4,23,8,2,143,37,11.9,2015
Sam Shields,5943,CB,GB,13,3,0,59.5,1,0,12,1,0,75.0,72.6,88.7,55.0,49.6,48.0,0,0,0,3,50.0,18.0,9,10,2,71.2,47,0,0,17,698,498,756,5,0,0,5,0,0,751,3,255,35,10,38,1,79,0,2,510,217,10.9,2015
Nick Perry,7033,ED,GB,16,9,1,100.0,0,1,12,0,0,48.3,67.6,49.3,65.7,70.5,63.9,0,13,0,0,44.0,16.7,6,0,2,118.8,4,8,0,12,0,13,402,389,0,15,371,3,0,13,217,172,1,19,21,4,4,21,0,73,73,18.3,2015
Casey Hayward Jr.,7064,CB,GB,18,9,0,66.7,1,0,12,0,0,77.5,75.0,49.7,49.5,68.3,67.8,1,4,0,0,47.0,15.2,14,5,2,99.9,64,0,0,50,238,667,1038,36,0,0,36,0,12,1002,31,340,702,38,69,5,96,5,3,734,420,11.5,2015
Mike Daniels,7132,DI,GB,18,8,1,0.0,1,1,12,0,0,72.4,90.2,58.3,83.6,82.9,63.3,7,48,0,1,,6.0,3,0,3,0.0,0,7,0,4,0,1,799,795,42,614,9,130,0,4,472,326,0,35,39,6,1,62,0,0,0,,2015
Sean Richardson,7456,S,GB,3,1,0,60.0,0,0,12,0,0,55.1,53.6,72.7,60.0,56.8,77.4,0,0,0,0,17.0,0.0,0,0,1,83.8,3,0,0,30,0,34,48,2,0,0,2,0,9,46,1,13,7,0,2,0,5,0,0,38,12,12.7,2015
Datone Jones,7807,DI,GB,17,3,3,,1,0,12,0,0,67.4,64.8,42.4,61.3,69.7,45.4,9,23,0,0,,14.3,3,0,3,0.0,0,3,0,1,0,5,421,420,25,149,160,86,0,1,312,104,0,15,15,4,0,35,0,0,0,,2015
Micah Hyde,7941,S,GB,17,5,0,69.5,0,0,12,1,0,69.7,65.6,83.2,59.8,50.0,60.2,0,1,0,3,47.0,12.1,8,4,2,98.3,41,1,0,283,26,474,709,14,0,0,14,0,142,695,14,221,243,17,53,1,59,2,4,522,282,12.7,2015
Josh Boyd,7949,DI,GB,2,0,0,,0,0,12,0,0,,70.5,76.1,81.2,54.6,67.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,26,26,0,19,3,4,0,0,15,11,0,0,1,0,0,2,0,0,0,,2015
Nate Palmer,7974,LB,GB,13,15,0,75.8,0,0,12,0,0,41.3,38.2,87.4,42.2,47.4,60.0,1,0,0,0,24.0,12.2,9,1,1,109.8,25,1,0,486,6,245,534,23,0,0,23,0,0,511,56,233,19,25,50,2,33,2,2,193,133,7.7,2015
Sam Barrington,8015,LB,GB,1,0,0,33.3,0,0,12,0,0,51.6,57.6,71.2,,66.6,71.4,0,0,0,0,25.0,0.0,0,0,0,64.6,1,0,0,14,0,9,15,0,0,0,0,0,0,15,0,6,1,1,1,0,3,0,0,25,22,25.0,2015
Andy Mulumba,8151,LB,GB,4,2,0,,0,0,12,0,0,,56.7,76.9,52.6,61.8,72.4,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,44,44,0,2,41,1,0,0,26,18,0,0,0,0,0,1,0,0,0,,2015
Chris Banjo,8419,S,GB,8,0,0,33.3,0,0,12,0,0,72.7,74.7,76.7,74.2,53.5,81.9,0,1,0,0,8.0,0.0,0,1,0,42.4,1,1,0,24,0,72,102,3,0,0,3,0,71,99,5,25,3,1,6,0,3,2,0,8,6,8.0,2015
Ha Ha Clinton-Dix,8656,S,GB,18,17,0,47.5,0,1,12,0,0,71.8,77.2,75.2,70.3,84.9,85.5,0,0,0,3,59.0,7.6,9,3,3,46.3,19,3,0,246,16,726,1176,50,0,0,50,0,785,1126,26,424,79,32,93,1,40,3,1,264,108,13.9,2015
Demetri Goodson,8832,CB,GB,8,0,0,85.7,1,0,12,0,0,30.8,36.4,78.3,,67.8,78.1,0,0,0,0,39.0,0.0,0,1,2,158.3,6,0,0,4,64,50,75,0,0,0,0,0,0,75,0,25,6,0,4,0,7,0,1,114,15,19.0,2015
Jeff Janis,8870,WR,GB,1,0,0,,1,0,12,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,2015
Joe Thomas,9272,LB,GB,16,3,0,61.9,1,1,12,0,0,66.5,62.7,29.1,59.0,51.8,38.5,4,4,0,0,38.0,23.5,8,1,1,93.4,13,1,0,252,6,216,316,17,0,0,17,0,18,299,63,37,22,16,23,2,21,9,1,120,78,9.2,2015
Mike Pennel,9316,DI,GB,18,5,0,,0,1,12,0,0,,63.9,43.5,70.8,60.1,77.3,3,10,0,0,,3.7,1,0,2,0.0,0,1,0,0,0,0,314,314,60,152,18,84,0,0,136,178,0,18,21,2,0,14,0,0,0,,2015
Jayrone Elliott,9336,ED,GB,12,4,1,100.0,0,1,12,1,0,94.7,70.9,21.5,57.4,60.7,62.8,3,4,0,1,13.0,21.1,4,0,2,55.2,4,3,0,1,0,7,174,171,0,3,163,5,0,3,91,76,1,10,11,1,4,10,0,27,37,6.8,2015
Damarious Randall,9463,CB,GB,17,8,0,58.2,1,0,12,0,0,62.7,63.7,87.7,39.0,67.5,64.0,0,2,1,4,75.0,11.8,9,13,4,87.6,57,0,0,45,772,587,867,1,0,0,1,0,6,866,6,274,42,10,59,1,98,2,4,952,312,16.7,2015
Quinten Rollins,9495,CB,GB,14,3,0,56.1,0,0,12,0,0,75.7,79.1,83.9,90.2,75.9,48.6,0,3,1,2,68.0,18.4,7,7,0,58.1,23,1,0,46,233,258,355,6,0,0,6,0,2,349,6,91,67,15,28,0,41,4,0,291,136,12.7,2015
Jake Ryan,9562,LB,GB,11,15,0,83.3,0,0,12,1,0,37.9,50.0,85.1,45.7,68.1,59.0,0,1,0,0,29.0,11.5,7,0,0,135.2,15,0,0,306,4,151,328,6,0,0,6,0,0,322,15,162,12,22,39,4,18,1,2,136,94,9.1,2015
Aaron Ripkowski,9639,FB,GB,1,0,0,,0,0,12,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,2015
LaDarius Gunter,9925,CB,GB,5,0,0,50.0,0,0,12,0,0,71.4,71.3,77.2,,60.0,26.6,0,0,0,0,15.0,100.0,1,1,0,75.0,1,0,0,0,38,35,38,0,0,0,0,0,0,38,0,3,0,0,0,0,2,0,0,15,12,15.0,2015
Alonzo Harris,9926,HB,GB,1,0,0,,0,0,12,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,2015
Julius Peppers,1010,ED,GB,19,6,4,75.0,0,2,12,1,0,56.3,73.8,70.8,73.8,64.2,58.9,6,30,0,0,15.0,16.0,4,1,2,91.7,3,9,0,35,0,26,715,678,2,75,518,83,0,37,485,204,2,20,15,1,4,45,0,26,10,8.7,2016
Letroy Guion,4466,DI,GB,18,11,1,,1,0,12,0,0,55.7,61.1,22.5,50.2,74.9,68.8,0,4,0,0,,8.6,3,0,6,0.0,0,0,0,3,0,3,524,521,240,271,1,9,0,3,283,238,0,17,21,6,0,4,0,0,0,,2016
Clay Matthews,4949,ED,GB,15,4,2,100.0,1,2,12,1,0,49.6,58.7,60.3,66.3,49.1,47.4,8,26,0,0,14.0,17.4,4,1,3,109.0,6,6,0,92,0,32,630,532,0,0,532,0,0,98,393,205,6,13,15,2,6,40,0,61,30,10.2,2016
Morgan Burnett,5596,S,GB,18,11,0,66.1,0,0,12,1,0,71.3,75.6,84.8,74.4,77.2,83.8,1,4,0,2,35.0,7.1,8,8,3,89.6,37,3,0,429,27,664,1096,65,0,0,65,0,436,1031,45,387,139,34,93,2,56,8,3,396,190,10.7,2016
Sam Shields,5943,CB,GB,1,0,0,57.1,0,0,12,0,0,39.9,47.8,78.1,,72.9,77.5,0,0,0,0,22.0,0.0,0,0,0,77.1,4,0,0,5,53,35,62,1,0,0,1,0,0,61,0,27,3,2,4,0,7,0,0,46,26,11.5,2016
Nick Perry,7033,ED,GB,17,11,3,66.7,0,0,12,0,0,72.9,75.9,56.2,65.0,82.8,73.6,6,33,0,1,21.0,7.8,4,0,3,58.3,2,12,0,19,0,19,704,682,0,0,682,0,0,22,460,225,3,42,36,6,3,51,0,29,17,14.5,2016
Mike Daniels,7132,DI,GB,19,10,1,,0,0,12,1,0,58.0,78.2,31.7,74.6,77.7,31.8,8,35,0,0,,16.3,8,0,6,0.0,0,4,0,5,0,6,797,792,46,571,14,161,0,5,482,309,0,33,31,4,0,47,0,0,0,,2016
Datone Jones,7807,ED,GB,18,4,2,75.0,0,0,12,0,0,51.0,56.4,15.0,62.7,61.2,74.7,11,28,0,0,9.0,7.1,2,0,7,77.1,3,1,0,2,0,27,635,629,16,93,436,84,0,6,377,231,4,18,22,3,4,40,0,2,20,0.7,2016
Micah Hyde,7941,CB,GB,19,8,0,68.2,0,0,12,1,0,60.3,64.3,85.9,67.3,69.3,72.9,2,6,0,4,32.0,9.4,6,6,1,94.3,58,2,0,223,50,623,985,58,0,0,58,0,111,927,42,320,543,18,50,3,85,10,6,642,275,11.1,2016
Ha Ha Clinton-Dix,8656,S,GB,19,13,0,67.7,0,1,12,0,0,63.1,70.1,58.5,46.7,89.6,91.4,0,1,0,5,23.0,3.3,3,3,3,59.8,21,1,0,311,15,757,1231,64,0,0,64,0,793,1167,42,432,48,15,76,3,31,2,1,224,65,10.7,2016
Jordan Tripp,8806,LB,GB,2,0,0,100.0,0,0,12,0,0,67.5,48.7,75.1,,37.2,25.8,0,0,0,0,3.0,50.0,1,0,0,79.2,1,0,0,4,0,10,21,16,0,0,16,0,0,5,0,11,1,1,1,0,1,0,0,3,2,3.0,2016
Demetri Goodson,8832,CB,GB,5,2,0,81.8,0,0,12,0,0,48.6,49.7,81.4,,54.7,61.5,0,0,0,0,47.0,13.3,2,1,1,148.1,9,0,0,15,158,108,182,2,0,0,2,0,0,180,0,74,7,3,11,0,11,0,1,135,26,15.0,2016
Joe Thomas,9272,LB,GB,19,13,1,78.9,0,0,12,1,0,54.5,57.0,86.5,52.5,63.0,62.5,2,7,0,1,53.0,10.6,10,6,0,97.7,60,0,0,751,11,493,809,10,0,0,10,0,4,799,75,241,33,36,71,3,76,9,0,666,406,11.1,2016
Mike Pennel,9316,DI,GB,8,2,1,,0,0,12,0,0,,73.0,80.7,56.4,76.2,71.1,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,102,102,9,85,1,7,0,0,50,52,0,2,2,2,0,1,0,0,0,,2016
Jayrone Elliott,9336,ED,GB,9,2,0,100.0,0,0,12,0,0,50.4,65.1,81.7,67.1,59.3,59.6,0,3,0,0,13.0,9.1,1,0,0,118.8,1,1,0,7,0,7,136,128,0,0,128,0,0,8,85,44,1,6,8,4,1,4,0,13,8,13.0,2016
Damarious Randall,9463,CB,GB,13,0,0,63.6,1,0,12,0,0,46.5,50.2,86.4,59.0,69.5,48.9,0,0,0,4,46.0,16.7,9,8,3,112.8,56,0,0,47,580,471,692,2,0,0,2,0,2,690,1,220,61,8,45,0,88,0,10,818,219,14.6,2016
Quinten Rollins,9495,CB,GB,14,2,1,71.4,0,1,12,0,0,56.5,59.5,86.2,57.2,72.6,66.2,1,0,0,1,71.0,11.5,6,4,0,133.8,50,0,0,55,373,478,722,7,0,0,7,0,3,715,24,220,284,8,44,1,70,1,7,753,285,15.1,2016
Jake Ryan,9562,LB,GB,16,21,0,75.0,0,0,12,0,0,57.9,61.2,56.2,54.7,66.6,77.4,3,2,0,0,20.0,7.0,7,6,1,108.3,30,0,0,616,8,340,686,14,0,0,14,0,0,672,52,294,48,35,72,8,40,5,2,260,175,8.7,2016
Christian Ringo,9643,DI,GB,9,0,0,,0,1,12,0,0,,68.5,79.3,56.8,73.4,68.7,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,77,76,8,49,0,19,0,1,50,27,0,2,2,1,0,2,0,0,0,,2016
LaDarius Gunter,9925,CB,GB,19,3,0,58.1,2,1,12,0,0,50.3,50.6,69.5,53.1,53.3,36.5,0,1,0,0,73.0,16.2,11,14,7,112.4,61,0,0,59,916,701,1055,2,0,0,2,0,2,1053,4,350,76,8,54,1,105,1,8,921,344,15.1,2016
Kenny Clark,10661,DI,GB,19,6,2,,0,0,12,2,0,82.6,74.8,71.4,67.9,69.2,67.8,2,13,0,0,,6.5,2,0,1,0.0,0,0,0,0,0,2,410,410,179,220,1,10,0,0,219,189,0,16,23,3,0,15,0,0,0,,2016
Kyler Fackrell,10722,ED,GB,14,0,0,75.0,0,1,12,0,0,73.7,62.4,44.4,72.1,38.3,78.8,1,9,0,0,20.0,0.0,0,0,1,95.8,3,2,0,15,0,14,173,158,0,0,158,0,0,15,107,52,0,5,7,0,4,12,0,30,2,10.0,2016
Blake Martinez,10765,LB,GB,16,13,0,74.4,1,0,12,0,0,41.9,57.8,82.2,54.9,73.6,55.7,0,3,0,1,51.0,12.8,10,3,1,97.9,29,1,0,447,3,216,480,5,0,0,5,0,0,475,23,241,25,29,55,4,39,4,1,337,239,11.6,2016
Dean Lowry,10771,DI,GB,18,2,1,,0,0,12,0,0,,72.1,54.4,69.2,69.0,56.9,0,16,0,0,,11.1,1,0,1,0.0,0,2,0,1,0,0,211,210,8,130,20,52,0,1,129,82,0,6,6,1,0,18,0,0,0,,2016
Kentrell Brice,11142,S,GB,17,0,0,50.0,0,0,12,1,0,60.1,59.0,80.6,50.5,56.0,70.2,0,0,0,0,41.0,10.7,3,2,1,84.6,5,0,0,68,4,261,334,4,0,0,4,0,225,330,8,65,33,6,25,0,10,0,0,98,45,19.6,2016
Makinton Dorleant,11145,CB,GB,2,0,0,50.0,0,0,12,0,0,86.6,87.1,69.9,,,72.8,0,0,0,0,11.0,0.0,0,1,0,66.7,1,0,0,0,5,5,5,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,11,8,11.0,2016
Josh Hawkins,11149,CB,GB,3,0,0,75.0,0,0,12,0,0,44.2,45.1,74.6,,60.0,20.2,0,0,0,0,73.0,66.7,2,1,0,156.3,3,0,0,0,23,22,23,0,0,0,0,0,0,23,0,1,0,0,1,0,4,0,1,99,58,33.0,2016
Brian Price,11157,DI,GB,1,0,0,,0,0,12,0,0,,48.2,74.0,55.9,52.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,6,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,,2016
Marwin Evans,11343,S,GB,5,1,0,100.0,0,0,12,0,0,47.3,44.8,73.1,53.0,63.3,28.8,0,0,0,0,19.0,66.7,2,0,0,118.8,1,0,0,12,0,29,42,2,0,0,2,0,25,40,4,9,3,0,0,0,1,0,0,19,4,19.0,2016
Ahmad Brooks,2945,ED,GB,12,2,2,100.0,0,0,12,0,0,50.8,63.9,15.8,55.4,83.6,61.0,4,10,0,0,18.0,6.3,1,0,4,118.8,1,2,0,8,0,3,346,338,1,11,320,6,0,8,210,133,0,14,13,3,1,16,0,18,14,18.0,2017
Clay Matthews,4949,ED,GB,14,6,1,81.8,0,1,12,1,0,57.7,80.0,53.9,73.1,81.5,74.8,11,18,0,0,31.0,8.3,3,1,3,139.8,9,10,0,99,0,43,656,547,0,0,547,0,0,109,356,257,10,20,27,5,11,39,1,113,84,12.6,2017
Morgan Burnett,5596,S,GB,12,8,0,72.1,1,0,12,0,0,66.5,67.8,83.5,47.0,69.7,84.1,0,4,0,0,71.0,4.3,3,3,1,130.6,31,0,0,335,18,386,724,32,0,0,32,0,95,692,28,310,244,23,58,5,43,4,5,306,200,9.9,2017
Davon House,6283,CB,GB,12,5,0,63.5,3,0,12,0,0,60.0,62.3,27.4,84.6,73.4,74.9,0,0,0,1,56.0,8.7,4,3,4,107.1,33,1,0,44,582,390,658,6,0,0,6,0,0,652,1,267,26,11,37,3,52,1,3,510,116,15.5,2017
Nick Perry,7033,ED,GB,12,5,0,,1,1,12,1,0,58.8,76.3,43.8,70.2,78.1,73.8,8,21,0,0,,6.7,2,0,3,0.0,0,6,0,25,1,9,542,516,0,0,516,0,0,26,336,197,0,23,23,1,0,35,0,0,0,,2017
Mike Daniels,7132,DI,GB,14,13,0,,0,2,12,0,0,60.4,81.5,41.2,70.8,83.4,56.9,7,20,0,0,,8.2,4,0,4,0.0,0,6,0,3,0,2,629,626,45,504,8,69,0,3,354,273,0,32,32,6,0,33,0,0,0,,2017
Quinton Dial,7939,DI,GB,13,5,1,,0,0,12,0,0,60.3,56.1,85.6,53.1,56.1,37.3,1,3,0,0,,10.0,2,0,0,0.0,0,0,0,0,0,0,309,309,66,195,13,35,0,0,128,181,0,10,13,1,0,4,0,0,0,,2017
Ha Ha Clinton-Dix,8656,S,GB,16,9,0,63.0,0,0,12,0,0,69.2,71.5,71.3,61.9,74.6,66.6,0,2,0,3,54.0,9.4,8,4,2,67.6,17,0,0,274,26,584,1043,34,0,0,34,0,641,1009,9,450,68,13,68,2,27,2,1,261,122,15.4,2017
Joe Thomas,9272,LB,GB,6,2,0,88.9,0,0,12,0,0,47.9,58.0,78.0,57.7,70.0,47.1,0,0,0,0,22.0,16.7,2,1,0,107.9,8,1,0,86,1,44,104,5,0,0,5,0,0,99,11,49,12,6,8,1,9,1,0,89,43,11.1,2017
Damarious Randall,9463,CB,GB,14,6,0,62.3,0,0,12,1,0,58.1,62.7,59.6,44.9,84.6,54.3,0,2,1,4,34.0,13.2,7,3,1,81.7,33,0,0,58,377,419,717,20,0,0,20,0,16,697,19,279,246,16,40,5,53,2,4,433,145,13.1,2017
Quinten Rollins,9495,CB,GB,6,1,0,94.4,0,0,12,1,0,50.7,44.0,0.0,65.4,33.6,27.2,0,1,0,0,34.0,33.3,6,1,1,124.5,17,0,0,13,14,75,139,14,0,0,14,0,0,125,11,53,98,6,11,2,18,1,1,170,85,10.0,2017
Jake Ryan,9562,LB,GB,14,20,0,85.0,0,1,12,1,0,68.9,75.7,46.8,85.6,72.9,69.9,0,5,0,0,34.0,9.5,8,0,1,115.8,17,1,0,474,0,212,506,7,0,0,7,0,0,499,16,278,25,37,56,3,20,6,1,156,115,9.2,2017
Jermaine Whitehead,9698,S,GB,9,1,0,75.0,0,0,12,0,0,56.8,57.2,79.6,49.6,66.9,66.0,0,0,0,0,28.0,20.0,1,1,1,153.6,6,0,0,5,4,89,116,5,0,0,5,0,15,111,4,23,87,1,3,0,8,0,1,95,48,15.8,2017
Kenny Clark,10661,DI,GB,15,8,1,,1,2,12,0,0,74.2,87.3,47.1,69.6,88.4,72.7,4,22,0,0,,2.1,1,0,4,0.0,0,5,0,2,0,3,684,682,284,370,4,24,0,2,344,337,0,36,39,3,0,31,0,0,0,,2017
Kyler Fackrell,10722,ED,GB,16,8,1,100.0,0,0,12,1,0,90.6,63.1,86.9,62.3,47.9,52.8,3,21,0,0,5.0,14.3,4,0,0,79.2,2,3,0,75,0,25,446,370,0,0,370,0,0,76,238,183,1,14,16,2,2,27,0,6,5,3.0,2017
Blake Martinez,10765,LB,GB,16,28,0,81.8,1,1,12,2,0,47.6,66.2,26.3,54.0,88.8,70.0,1,7,0,1,33.0,9.3,14,5,5,102.2,63,1,0,859,10,468,978,56,0,0,56,0,2,922,76,434,51,58,109,10,77,9,3,517,408,8.2,2017
