player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,year
Richard Bartel,3884,QB,ARZ,2,10.3,0,1,37.7,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,29,0,26,0,0,3,0,2011
Patrick Peterson,6157,CB,ARZ,3,66.7,0,1,71.0,70.4,60.0,0,0,1,50.0,50.0,100.0,9,0,0,2,0,0,0,3,1,2,0,0,1,0,2011
Daryn Colledge,2992,G,ARZ,16,100.0,1,1,66.5,77.5,61.6,3,14,676,100.0,100.0,98.2,7,21,4,1052,0,1025,27,1052,707,707,0,0,345,0,2012
Bobby Massie,7112,T,ARZ,16,100.0,1,1,63.7,55.8,72.3,6,42,676,100.0,100.0,94.5,5,61,13,1052,0,0,0,1052,707,707,0,1052,345,0,2012
Adam Snyder,2311,G,ARZ,14,100.0,0,1,55.2,57.7,51.5,6,17,534,100.0,100.0,97.1,2,27,4,866,176,0,0,866,560,560,690,0,306,0,2012
Lyle Sendlein,4062,C,ARZ,11,100.0,1,1,65.7,74.8,57.9,2,6,488,100.0,100.0,98.6,1,11,3,756,756,0,0,756,511,511,0,0,245,0,2012
D'Anthony Batiste,3223,T,ARZ,10,100.0,0,1,45.6,36.1,57.8,7,35,403,100.0,100.0,91.8,8,54,12,626,0,26,599,626,425,425,0,0,201,1,2012
Nate Potter,7205,T,ARZ,8,100.0,0,1,54.7,55.5,48.2,5,12,273,100.0,100.0,94.3,2,24,7,428,0,0,426,428,282,282,0,0,146,2,2012
Larry Fitzgerald,1724,WR,ARZ,16,31.7,0,1,69.4,70.7,73.1,0,0,1,0.1,0.1,100.0,3,0,0,326,0,0,0,1030,1,705,0,0,325,2,2012
Jeff King,3100,TE,ARZ,16,64.8,1,1,68.0,77.9,66.4,0,0,41,20.5,20.8,97.6,4,1,1,302,0,0,0,466,43,207,0,0,259,389,2012
Rich Ohrnberger,5047,G,ARZ,7,100.0,0,1,60.2,63.7,61.9,3,5,203,100.0,100.0,97.5,3,9,1,286,104,1,0,286,208,208,179,0,78,0,2012
Rob Housler,6221,TE,ARZ,15,35.5,1,1,62.1,73.0,62.4,0,1,27,6.5,6.6,98.1,3,1,0,219,0,0,0,617,28,426,0,0,191,262,2012
Andre Roberts,5612,WR,ARZ,15,25.1,0,1,61.4,67.6,61.9,0,0,0,0.0,0.2,,3,0,0,210,0,0,0,838,1,625,0,0,209,9,2012
Anthony Sherman,6288,FB,ARZ,13,70.5,0,1,61.2,60.1,65.2,0,4,49,43.8,43.9,93.9,1,5,1,165,0,0,0,234,54,123,0,0,111,2,2012
Pat McQuistan,3156,T,ARZ,3,100.0,0,1,64.6,54.3,66.3,2,2,85,100.0,100.0,96.5,0,5,1,140,0,0,0,140,90,90,140,0,50,0,2012
Michael Floyd,7019,WR,ARZ,16,22.2,0,1,63.1,,73.0,0,0,0,0.0,0.0,,2,0,0,123,0,0,0,555,0,432,0,0,123,3,2012
Kevin Kolb,3652,QB,ARZ,6,31.8,0,1,68.1,,60.0,0,0,0,0.0,0.0,,2,0,0,111,0,0,0,349,0,229,0,0,111,0,2012
Ryan Lindley,7174,QB,ARZ,6,35.3,0,1,37.2,,60.0,0,0,0,0.0,0.0,,0,0,0,107,0,0,0,303,0,193,0,0,107,0,2012
John Skelton,5678,QB,ARZ,7,27.9,0,1,35.1,,60.0,0,0,0,0.0,0.0,,3,0,0,88,0,0,0,315,0,225,0,0,88,0,2012
William Powell,6939,HB,ARZ,12,28.5,0,1,71.1,71.6,60.1,2,5,73,33.8,34.7,93.8,1,8,1,81,0,0,0,284,76,219,0,0,5,0,2012
LaRod Stephens-Howling,5164,HB,ARZ,14,18.0,0,1,69.5,68.2,45.7,0,4,53,25.6,24.7,96.2,0,4,0,61,0,0,0,338,54,219,0,0,7,0,2012
Early Doucet,4395,WR,ARZ,12,15.5,0,1,47.1,70.4,50.9,0,0,1,0.3,0.3,100.0,0,0,0,60,0,0,0,387,1,326,0,0,59,3,2012
Senio Kelemete,7144,G,ARZ,1,100.0,0,1,60.6,34.3,47.8,1,0,28,100.0,100.0,94.6,1,2,1,43,0,0,0,43,30,30,43,0,13,0,2012
Ryan Williams,6190,HB,ARZ,5,29.3,0,1,59.8,69.1,60.0,0,2,35,47.9,48.7,97.1,0,2,0,41,0,0,0,140,37,76,0,0,4,0,2012
Reagan Mauia,3797,FB,ARZ,3,88.9,0,1,59.6,77.7,59.8,0,0,6,54.5,54.5,100.0,2,0,0,40,0,0,0,45,6,11,0,0,34,0,2012
Todd Heap,801,TE,ARZ,2,42.0,0,1,76.3,28.2,61.7,0,0,3,6.5,9.6,100.0,0,0,0,34,0,0,0,81,5,52,0,0,29,36,2012
Beanie Wells,4954,HB,ARZ,8,17.3,0,1,57.6,35.0,60.1,1,2,21,39.6,39.3,88.1,0,4,1,26,0,0,0,150,22,56,0,0,4,0,2012
Jim Dray,5756,TE,ARZ,5,73.5,0,1,73.8,70.4,66.8,0,0,1,11.1,10.0,100.0,0,0,0,25,0,0,0,34,1,10,0,0,24,21,2012
Brian Hoyer,5277,QB,ARZ,2,25.9,0,1,47.3,,60.0,0,0,0,0.0,0.0,,1,0,0,21,0,0,0,81,0,60,0,0,21,0,2012
Scott Wedige,7495,C,ARZ,2,100.0,0,1,64.2,78.5,60.0,0,0,14,100.0,100.0,100.0,0,0,0,16,16,0,0,16,15,15,0,0,1,0,2012
Alfonso Smith,5877,HB,ARZ,4,41.2,0,1,66.2,77.6,,0,0,7,46.7,41.2,100.0,0,0,0,7,0,0,0,17,7,17,0,0,0,0,2012
Kory Sperry,5369,TE,ARZ,1,22.7,0,1,49.7,67.4,59.4,0,0,0,0.0,5.6,,0,0,0,5,0,0,0,22,1,18,0,0,4,3,2012
LaRon Byrd,7486,WR,ARZ,3,27.3,0,1,55.1,,60.1,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,11,0,8,0,0,3,0,2012
Mike Leach,750,LS,ARZ,1,100.0,0,1,60.0,67.6,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2012
Patrick Peterson,6157,CB,ARZ,7,12.5,2,1,67.4,,60.0,0,0,0,0.0,0.0,,5,0,0,1,0,0,0,8,0,4,0,0,1,0,2012
Adrian Wilson,831,S,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2012
Paul Fanaika,5137,G,ARZ,16,100.0,0,1,61.0,60.9,57.0,7,32,619,100.0,100.0,95.7,1,46,7,1084,0,0,0,1084,658,658,1084,0,426,0,2013
Lyle Sendlein,4062,C,ARZ,16,99.9,2,1,71.2,73.7,71.8,6,12,619,100.0,100.0,97.7,5,23,5,1083,1084,0,0,1084,658,658,0,0,425,0,2013
Eric Winston,3011,T,ARZ,16,100.0,0,1,64.6,63.7,68.5,8,43,611,100.0,100.0,94.7,8,58,7,1063,0,0,0,1063,649,649,0,1063,414,0,2013
Daryn Colledge,2992,G,ARZ,16,100.0,1,1,67.4,77.4,62.4,9,18,574,100.0,100.0,97.3,6,29,2,1027,0,1027,0,1027,607,607,0,0,420,0,2013
Bradley Sowell,7693,T,ARZ,14,99.9,1,1,50.1,47.8,50.1,12,40,456,99.8,99.8,92.8,3,59,7,824,0,0,822,825,484,485,0,0,340,3,2013
Jim Dray,5756,TE,ARZ,16,67.3,0,1,66.2,67.3,68.4,6,6,116,35.5,35.3,94.0,4,13,1,462,0,0,0,686,122,346,0,0,340,541,2013
Carson Palmer,1317,QB,ARZ,16,37.4,1,1,67.9,78.0,60.0,0,0,1,0.2,0.3,100.0,5,0,0,404,0,0,0,1081,2,658,0,0,402,0,2013
Larry Fitzgerald,1724,WR,ARZ,16,36.5,0,1,80.3,,88.7,0,0,0,0.0,0.0,,1,0,0,364,0,0,0,998,0,632,0,0,364,34,2013
Michael Floyd,7019,WR,ARZ,16,35.7,0,1,82.1,48.6,78.8,0,2,4,0.7,0.7,75.0,3,2,0,332,0,0,0,930,4,602,0,0,328,29,2013
Rob Housler,6221,TE,ARZ,13,40.2,0,1,58.0,37.5,57.5,1,2,21,6.8,6.9,92.9,3,3,0,209,0,0,0,520,23,334,0,0,186,354,2013
Andre Roberts,5612,WR,ARZ,16,29.4,0,1,66.2,78.1,57.7,0,0,3,0.7,0.7,100.0,1,0,0,178,0,0,0,605,3,430,0,0,175,15,2013
Jake Ballard,5822,TE,ARZ,8,73.7,0,1,69.9,69.3,59.6,0,1,10,19.6,18.5,95.0,1,1,0,123,0,0,0,167,10,54,0,0,113,153,2013
Nate Potter,7205,T,ARZ,7,100.0,0,1,33.2,19.9,44.9,0,6,47,100.0,100.0,91.5,0,7,1,79,0,57,0,79,54,54,0,0,25,21,2013
Rashard Mendenhall,4337,HB,ARZ,15,15.0,0,1,65.1,75.3,57.8,0,2,55,25.8,25.8,96.4,0,3,1,69,0,0,0,459,58,225,0,0,11,1,2013
Stepfan Taylor,7922,HB,ARZ,13,44.3,0,1,77.4,89.4,65.0,0,0,34,49.3,49.3,100.0,0,0,0,58,0,0,0,131,36,73,0,0,22,0,2013
Bobby Massie,7112,T,ARZ,8,100.0,0,1,65.6,52.4,64.9,0,2,12,100.0,100.0,91.7,0,2,0,56,0,0,0,56,13,13,0,21,43,33,2013
Andre Ellington,7968,HB,ARZ,15,12.3,0,1,84.2,81.3,68.4,1,0,21,8.7,8.9,97.6,0,1,0,50,0,0,0,405,23,257,0,0,27,3,2013
Alfonso Smith,5877,HB,ARZ,14,35.9,0,1,51.8,85.6,56.7,1,0,35,36.1,35.9,98.6,0,1,0,47,0,0,0,131,37,103,0,0,10,0,2013
Kory Sperry,5369,TE,ARZ,7,82.4,0,1,57.9,49.1,54.8,2,0,11,55.0,55.0,90.9,0,2,0,42,0,0,0,51,11,20,0,0,31,46,2013
Jaron Brown,8128,WR,ARZ,16,23.2,0,1,67.8,,66.1,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,155,0,119,0,0,36,2,2013
D.C. Jefferson,8001,TE,ARZ,3,87.5,0,1,55.6,,58.5,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,16,0,2,0,0,14,16,2013
Patrick Peterson,6157,CB,ARZ,13,21.1,0,1,75.6,,60.2,0,0,0,0.0,0.0,,6,0,0,8,0,0,0,38,0,26,0,0,8,0,2013
Brittan Golden,7481,WR,ARZ,5,13.0,0,1,74.0,,80.8,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,46,0,40,0,0,6,0,2013
Alameda Ta'amu,7109,DI,ARZ,2,100.0,1,1,59.1,68.5,58.0,0,0,1,100.0,100.0,100.0,1,0,0,3,0,0,0,3,1,1,0,0,2,0,2013
Bobby Massie,7112,T,ARZ,17,100.0,1,1,70.9,69.4,69.6,8,28,644,100.0,100.0,95.8,6,45,9,1104,0,0,0,1104,696,696,0,1104,408,0,2014
Lyle Sendlein,4062,C,ARZ,17,100.0,0,1,53.9,59.4,49.3,11,19,644,100.0,100.0,97.5,4,31,1,1104,1104,0,0,1104,696,696,0,0,408,0,2014
Jared Veldheer,5594,T,ARZ,17,100.0,2,1,83.2,87.9,72.7,4,22,644,100.0,100.0,97.8,7,27,1,1104,0,0,1103,1104,696,696,0,0,408,1,2014
Ted Larsen,5728,G,ARZ,17,100.0,2,1,63.3,64.2,67.7,12,20,632,100.0,100.0,96.8,11,36,4,1085,0,917,0,1085,684,684,168,0,401,0,2014
Paul Fanaika,5137,G,ARZ,15,100.0,1,1,58.8,65.0,58.2,7,30,554,100.0,100.0,96.3,7,39,2,936,0,0,0,936,595,595,936,0,341,0,2014
John Carlson,4352,TE,ARZ,17,42.8,1,1,51.1,51.4,58.1,2,0,52,11.5,12.2,96.2,4,3,1,324,0,0,0,757,60,493,0,0,264,653,2014
Larry Fitzgerald,1724,WR,ARZ,15,35.8,1,1,77.2,68.7,84.9,0,0,5,0.9,1.2,100.0,2,0,0,321,0,0,0,897,7,583,0,0,314,38,2014
Michael Floyd,7019,WR,ARZ,17,32.5,0,1,69.6,77.4,92.3,0,0,3,0.5,0.4,100.0,3,0,0,320,0,0,0,985,3,668,0,0,317,22,2014
Rob Housler,6221,TE,ARZ,16,62.7,0,1,61.1,50.1,60.6,0,2,24,17.9,18.1,95.8,2,2,0,207,0,0,0,330,27,149,0,0,180,310,2014
Jonathan Cooper,7788,G,ARZ,7,100.0,0,1,64.9,71.1,59.4,0,1,98,100.0,100.0,98.5,0,2,1,184,0,178,0,184,109,109,0,0,75,6,2014
Darren Fells,8549,TE,ARZ,11,73.0,0,1,82.3,78.3,75.6,0,0,23,26.4,29.5,100.0,0,0,0,181,0,0,1,248,28,95,0,0,153,245,2014
John Brown,8726,WR,ARZ,17,23.6,0,1,69.3,,69.8,0,0,0,0.0,0.0,,2,0,0,164,0,0,0,694,0,527,0,0,164,0,2014
Drew Stanton,3659,QB,ARZ,9,34.6,1,1,51.0,61.3,60.0,0,0,1,0.4,0.3,100.0,3,0,0,162,0,0,0,468,1,293,0,0,161,0,2014
Carson Palmer,1317,QB,ARZ,6,36.7,1,1,72.1,,60.2,0,0,0,0.0,0.0,,4,0,0,150,0,0,0,409,0,255,0,0,150,0,2014
Robert Hughes,6564,HB,ARZ,16,60.1,0,1,64.2,62.2,59.5,0,0,21,29.6,28.4,95.2,0,1,1,92,0,0,0,153,21,74,0,0,71,6,2014
Ryan Lindley,7174,QB,ARZ,4,34.9,0,1,37.5,61.3,60.0,0,0,1,0.8,0.7,100.0,0,0,0,73,0,0,0,209,1,137,0,0,72,0,2014
Troy Niklas,8687,TE,ARZ,7,79.8,0,1,56.0,75.4,46.8,0,0,6,25.0,25.0,100.0,0,0,0,71,0,0,0,89,6,24,0,0,65,85,2014
Jaron Brown,8128,WR,ARZ,17,33.3,0,1,73.9,,67.8,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,207,0,138,0,0,69,7,2014
Andre Ellington,7968,HB,ARZ,12,12.1,0,1,55.1,81.2,59.7,0,2,49,17.0,16.8,98.0,0,2,0,64,0,0,0,528,52,310,0,0,12,1,2014
Stepfan Taylor,7922,HB,ARZ,15,26.2,1,1,61.7,73.8,60.0,0,2,42,33.9,34.0,97.6,1,2,0,58,0,0,0,221,48,141,0,0,10,0,2014
Marion Grice,8835,HB,ARZ,8,28.9,0,1,69.0,80.6,60.0,0,1,24,32.0,32.5,93.7,0,2,1,28,0,0,0,97,25,77,0,0,3,0,2014
Ted Ginn Jr.,3625,WR,ARZ,17,11.0,0,1,67.1,,61.7,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,154,0,134,0,0,17,0,2014
Kerwynn Williams,8013,HB,ARZ,5,14.2,0,1,58.5,88.5,59.6,0,0,10,26.3,30.0,100.0,0,0,0,15,0,0,0,106,12,40,0,0,3,0,2014
Jonathan Dwyer,5711,HB,ARZ,2,23.4,0,1,51.7,73.5,60.0,0,1,7,29.2,30.8,92.9,0,1,0,11,0,0,0,47,8,26,0,0,3,0,2014
Earl Watford,7898,G,ARZ,2,100.0,0,1,59.8,78.3,56.9,0,0,5,100.0,100.0,100.0,0,0,0,9,0,9,0,9,5,5,0,0,4,0,2014
Logan Thomas,8755,QB,ARZ,3,38.9,0,1,57.9,,60.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,18,0,11,0,0,7,0,2014
Jared Veldheer,5594,T,ARZ,18,100.0,2,1,80.1,79.0,74.1,10,32,673,100.0,100.0,96.0,7,48,6,1193,0,0,1193,1193,729,729,0,0,464,0,2015
Lyle Sendlein,4062,C,ARZ,17,100.0,0,1,61.9,62.4,60.0,9,21,633,100.0,100.0,97.3,1,32,2,1112,1112,0,0,1112,687,687,0,0,425,0,2015
Bobby Massie,7112,T,ARZ,16,100.0,0,1,70.1,61.8,79.1,7,43,620,100.0,100.0,94.7,7,58,8,1103,0,0,0,1103,670,670,0,1103,433,0,2015
Mike Iupati,5542,G,ARZ,15,100.0,0,1,80.2,67.6,80.3,7,15,546,100.0,100.0,97.4,2,25,3,938,0,938,0,938,587,587,0,0,351,0,2015
Ted Larsen,5728,G,ARZ,12,100.0,0,1,53.3,48.1,56.7,9,29,443,100.0,100.0,94.8,4,42,4,802,0,193,0,802,478,478,609,0,324,0,2015
Jonathan Cooper,7788,G,ARZ,11,100.0,1,1,63.7,63.3,61.4,2,19,328,100.0,100.0,96.5,4,22,1,635,0,19,0,635,365,365,616,0,270,0,2015
Darren Fells,8549,TE,ARZ,16,57.3,0,1,67.9,61.0,63.8,2,1,78,20.2,20.9,98.1,1,3,0,438,0,0,0,764,86,412,0,0,352,632,2015
Carson Palmer,1317,QB,ARZ,18,37.6,0,1,86.1,61.3,60.3,0,0,1,0.2,0.1,100.0,6,0,0,437,0,0,0,1161,1,707,0,0,436,0,2015
Larry Fitzgerald,1724,WR,ARZ,18,37.8,0,1,89.4,79.7,86.8,0,1,8,1.2,1.3,93.7,2,1,0,417,0,0,0,1104,9,696,0,0,408,59,2015
Jermaine Gresham,5546,TE,ARZ,17,62.8,0,1,73.4,64.0,81.1,1,3,60,22.3,22.2,96.7,4,4,0,385,0,0,0,613,65,293,0,0,320,598,2015
John Brown,8726,WR,ARZ,17,32.4,0,1,78.7,73.7,64.0,0,0,2,0.3,0.3,100.0,4,0,0,304,0,0,0,938,2,632,0,0,302,0,2015
Michael Floyd,7019,WR,ARZ,17,31.4,1,1,80.0,71.1,71.3,0,0,2,0.4,0.4,100.0,4,0,0,239,0,0,0,762,2,525,0,0,237,2,2015
Earl Watford,7898,G,ARZ,6,100.0,0,1,62.3,43.3,74.9,5,9,97,100.0,100.0,91.8,1,15,1,197,0,75,0,197,108,108,0,122,89,0,2015
A.Q. Shipley,5150,C,ARZ,12,98.7,0,1,74.7,78.3,71.6,0,0,53,96.4,96.7,98.1,0,1,1,153,113,0,0,155,58,60,0,0,95,17,2015
Troy Niklas,8687,TE,ARZ,16,77.0,0,1,65.6,60.3,60.3,0,1,12,25.0,24.1,95.8,0,1,0,137,0,0,0,178,13,54,0,0,124,169,2015
Jaron Brown,8128,WR,ARZ,18,40.3,1,1,62.7,84.2,84.5,0,0,5,3.1,2.8,100.0,1,0,0,116,0,0,0,288,5,177,0,0,111,23,2015
David Johnson,9519,HB,ARZ,18,13.3,0,1,71.5,59.8,60.0,0,7,49,14.7,14.7,90.8,0,8,1,70,0,0,0,527,52,353,0,0,18,1,2015
Stepfan Taylor,7922,HB,ARZ,11,57.1,0,1,57.2,90.5,58.2,0,0,25,62.5,61.0,100.0,0,0,0,44,0,0,0,77,25,41,0,0,19,0,2015
J.J. Nelson,9592,WR,ARZ,13,23.5,1,1,82.3,,72.3,0,0,0,0.0,0.0,,2,0,0,40,0,0,0,170,0,128,0,0,40,0,2015
Chris Johnson,4338,HB,ARZ,11,9.9,0,1,47.4,59.3,73.5,2,1,25,17.9,18.7,90.0,2,4,1,36,0,0,0,364,29,155,0,0,7,0,2015
Andre Ellington,7968,HB,ARZ,12,15.8,0,1,66.2,41.7,75.9,1,4,26,17.3,18.5,82.7,0,7,2,35,0,0,0,222,31,168,0,0,4,0,2015
Bradley Sowell,7693,T,ARZ,5,100.0,0,1,62.9,81.9,55.8,0,0,5,100.0,100.0,100.0,0,0,0,33,0,0,32,33,7,7,0,0,26,1,2015
Drew Stanton,3659,QB,ARZ,7,35.4,0,1,62.2,,60.0,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,65,0,29,0,0,23,0,2015
Kerwynn Williams,8013,HB,ARZ,5,19.2,0,1,57.5,82.1,60.0,0,0,6,31.6,28.6,100.0,0,0,0,10,0,0,0,52,6,21,0,0,4,0,2015
Brittan Golden,7481,WR,ARZ,8,33.3,0,1,58.7,,83.5,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,21,0,14,0,0,7,0,2015
A.Q. Shipley,5150,C,ARZ,16,100.0,1,1,71.9,75.6,70.0,8,12,691,100.0,100.0,98.3,5,22,2,1148,1148,0,0,1148,748,748,0,0,400,0,2016
Mike Iupati,5542,G,ARZ,15,100.0,3,1,69.8,66.2,68.6,9,20,642,100.0,100.0,97.3,6,32,3,1035,0,1034,0,1035,691,691,0,0,344,0,2016
D.J. Humphries,9457,T,ARZ,13,100.0,1,1,68.3,61.8,75.6,7,30,553,100.0,100.0,95.0,6,46,9,922,0,0,171,922,599,599,0,750,323,0,2016
Earl Watford,7898,G,ARZ,13,100.0,1,1,49.6,38.2,56.2,4,34,455,100.0,100.0,94.1,5,46,8,788,0,0,0,788,498,498,598,189,290,0,2016
John Wetzel,8088,T,ARZ,14,100.0,0,1,58.9,53.3,62.0,11,19,380,100.0,100.0,95.5,2,32,2,647,0,107,397,647,418,418,142,0,229,0,2016
Jared Veldheer,5594,T,ARZ,8,100.0,2,1,76.5,78.0,71.8,3,17,338,100.0,100.0,96.7,4,21,1,578,0,0,577,578,364,364,0,0,214,0,2016
Jermaine Gresham,5546,TE,ARZ,16,56.6,0,1,63.8,49.3,66.5,5,5,109,24.8,24.9,93.6,10,12,2,473,0,0,0,835,120,482,0,0,353,746,2016
Larry Fitzgerald,1724,WR,ARZ,16,33.9,0,1,83.3,75.1,86.3,1,0,8,1.2,1.1,93.7,1,1,0,357,0,0,0,1052,8,703,0,0,349,42,2016
Carson Palmer,1317,QB,ARZ,15,32.6,0,1,73.4,60.9,61.1,0,0,1,0.2,0.1,100.0,7,0,0,341,0,0,0,1045,1,695,0,0,340,0,2016
Ulrick John,8866,T,ARZ,3,100.0,0,1,52.0,31.5,70.9,4,12,131,100.0,100.0,91.6,1,19,3,212,0,0,0,212,146,146,0,212,66,0,2016
Darren Fells,8549,TE,ARZ,14,54.4,0,1,63.0,80.1,68.5,0,0,36,18.8,18.4,100.0,0,0,0,202,0,0,0,371,38,207,0,0,164,303,2016
Evan Mathis,2296,G,ARZ,4,100.0,0,1,78.0,57.3,83.1,3,3,122,100.0,100.0,97.5,0,6,0,199,0,0,0,199,126,126,199,0,73,0,2016
John Brown,8726,WR,ARZ,15,28.1,0,1,71.4,,71.0,0,0,0,0.0,0.0,,1,0,0,167,0,0,0,594,0,426,0,0,167,0,2016
Evan Boehm,10762,C,ARZ,5,100.0,0,1,57.5,68.2,56.6,1,3,68,100.0,100.0,97.1,1,4,0,122,3,0,0,122,72,72,117,0,50,0,2016
David Johnson,9519,HB,ARZ,16,11.8,1,1,79.9,71.0,72.2,1,5,81,13.8,13.9,93.8,1,8,2,114,0,0,0,964,89,638,0,0,25,0,2016
J.J. Nelson,9592,WR,ARZ,15,22.0,0,1,69.5,,70.1,0,0,0,0.0,0.0,,0,0,0,104,0,0,0,472,0,364,0,0,104,0,2016
Taylor Boggs,6727,G,ARZ,3,100.0,0,1,48.7,30.1,56.5,2,7,68,100.0,100.0,93.4,0,9,0,99,0,4,0,99,71,71,95,0,28,0,2016
Jaron Brown,8128,WR,ARZ,7,38.7,0,1,66.1,85.3,69.6,0,0,2,1.8,1.7,100.0,0,0,0,74,0,0,0,191,2,119,0,0,72,5,2016
Drew Stanton,3659,QB,ARZ,5,47.2,0,1,47.0,,60.0,0,0,0,0.0,0.0,,0,0,0,50,0,0,0,106,0,53,0,0,50,0,2016
Brittan Golden,7481,WR,ARZ,9,29.7,0,1,58.0,,76.7,0,0,0,0.0,0.0,,0,0,0,46,0,0,0,155,0,109,0,0,46,7,2016
Troy Niklas,8687,TE,ARZ,3,69.8,0,1,47.0,72.1,60.7,0,0,2,9.5,9.5,100.0,0,0,0,44,0,0,0,63,2,21,0,0,42,61,2016
Hakeem Valles,10960,TE,ARZ,9,69.2,0,1,32.4,73.4,64.5,0,0,4,22.2,20.0,100.0,1,0,0,36,0,0,0,52,4,20,0,0,32,51,2016
Andre Ellington,7968,HB,ARZ,16,18.0,0,1,64.8,73.3,55.9,0,2,15,15.5,15.2,93.3,0,2,0,27,0,0,0,150,16,105,0,0,11,0,2016
Jeremy Ross,6476,WR,ARZ,3,62.5,0,1,81.2,,73.3,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,40,0,15,0,0,25,8,2016
Ifeanyi Momah,8557,TE,ARZ,5,54.8,0,1,52.4,0.0,55.5,0,1,2,13.3,12.5,25.0,0,2,1,17,0,0,0,31,2,16,0,0,15,22,2016
Cole Toner,10804,G,ARZ,2,90.0,0,1,69.9,75.8,68.6,0,0,4,80.0,80.0,100.0,0,0,0,9,0,6,0,10,4,5,0,0,5,1,2016
Stepfan Taylor,7922,HB,ARZ,4,63.6,0,1,65.1,17.7,60.1,1,0,2,100.0,100.0,75.0,0,1,0,7,0,0,0,11,2,2,0,0,5,1,2016
Chris Johnson,4338,HB,ARZ,4,16.7,0,1,57.2,26.2,,0,1,7,41.2,41.2,78.6,0,2,1,7,0,0,0,42,7,17,0,0,0,0,2016
Givens Price,10958,T,ARZ,1,100.0,0,1,62.5,79.1,59.4,0,0,4,100.0,100.0,100.0,0,0,0,6,0,0,6,6,4,4,0,0,2,0,2016
Kerwynn Williams,8013,HB,ARZ,6,12.0,0,1,62.0,76.6,60.0,0,0,4,14.8,14.8,100.0,0,0,0,6,0,0,0,50,4,27,0,0,2,0,2016
Chandler Catanzaro,9140,K,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2016
Calais Campbell,4364,DI,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2016
Kameron Canaday,10949,LS,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2016
A.Q. Shipley,5150,C,ARZ,16,100.0,1,1,61.3,77.9,54.3,3,10,664,100.0,100.0,98.3,5,18,5,1120,1120,0,0,1120,713,713,0,0,407,0,2017
John Wetzel,8088,T,ARZ,13,100.0,0,1,59.7,48.1,69.5,9,46,568,100.0,100.0,94.1,1,61,6,916,0,0,435,916,609,609,0,481,307,0,2017
Jared Veldheer,5594,T,ARZ,13,100.0,4,1,62.3,62.5,60.8,6,28,540,100.0,100.0,95.9,8,39,5,895,0,0,260,895,581,581,0,635,314,0,2017
Alex Boone,5372,G,ARZ,14,100.0,1,1,55.9,61.1,51.7,2,18,499,100.0,100.0,96.6,3,27,7,874,0,874,0,874,533,533,0,0,341,0,2017
Earl Watford,7898,G,ARZ,10,100.0,0,1,50.9,51.5,49.4,5,12,351,100.0,100.0,96.4,3,21,4,611,0,80,0,611,377,377,531,0,234,0,2017
Evan Boehm,10762,G,ARZ,10,100.0,1,1,61.8,48.8,69.1,7,16,367,100.0,100.0,96.3,5,25,2,588,0,0,0,588,392,392,585,0,196,0,2017
Jermaine Gresham,5546,TE,ARZ,14,55.3,1,1,62.8,55.5,68.8,0,5,96,23.7,23.3,95.3,11,7,2,414,0,0,0,749,102,437,0,0,312,675,2017
Larry Fitzgerald,1724,WR,ARZ,16,34.7,1,1,80.0,74.5,71.4,1,0,3,0.5,0.4,83.3,2,1,0,371,0,0,0,1070,3,702,0,0,368,61,2017
Will Holden,11912,T,ARZ,7,99.7,0,1,55.6,45.6,58.9,7,7,184,99.5,99.5,95.1,1,16,2,326,0,86,221,327,197,198,0,4,129,16,2017
Troy Niklas,8687,TE,ARZ,15,64.5,0,1,59.1,56.0,52.4,3,0,40,22.5,23.4,93.7,4,4,1,267,0,0,0,414,45,192,0,0,222,398,2017
